"RowName","ProbeID","logFC","AveExpr","t","P.Value","SE.x","df","adj.P.Val","Symbol","EntrezID.x","Direction","Gene","EntrezID.y","SE.y","EntrezID","SE","CI_lower","CI_upper"
"94","212474_at",1.0970272564834,6.76411286680239,7.64377006695455,0.000107389337605023,0.143519133473945,7.17350958619789,0.00326790829070024,"AVL9","23080","Upregulated","AVL9",NA,NA,"23080",0.143519133473945,0.698554260847432,1.49550025211936
"95","216627_s_at",2.84230791581205,5.72126562439043,26.0850544428436,2.25543191633908e-08,0.108963081600615,7.17350958619789,5.02577893917837e-05,"B4GALT1","2683","Upregulated","B4GALT1",NA,NA,"2683",0.108963081600615,2.53977790125475,3.14483793036934
"96","217911_s_at",1.50328138860127,9.0322895388681,9.5916329465492,2.40096775116122e-05,0.156728410790794,7.17350958619789,0.00147385025892907,"BAG3","9531","Upregulated","BAG3",NA,NA,"9531",0.156728410790794,1.06813355961575,1.9384292175868
"97","202984_s_at",1.40537760469908,4.72865675340776,8.83137871988892,4.16596956153643e-05,0.15913456429335,7.17350958619789,0.00196068200240071,"BAG5","9529","Upregulated","BAG5",NA,NA,"9529",0.0967633240442011,1.13671954729389,1.67403566210427
"98","203304_at",1.28923998488448,7.20434538532506,7.34784975186637,0.000138523456910351,0.175458131075287,7.17350958619789,0.00370342370495556,"BAMBI","25805","Upregulated","BAMBI",NA,NA,"25805",0.175458131075287,0.80209011569335,1.77638985407561
"99","218471_s_at",1.15457552465067,7.60086125216141,7.35922676658345,0.000137153706056953,0.156888157040265,7.17350958619789,0.00369915236404281,"BBS1","582","Upregulated","BBS1",NA,NA,"582",0.156888157040265,0.71898416897272,1.59016688032861
"100","203685_at",1.09722600087933,6.03401068667531,3.9672845911031,0.0051499575655934,0.276568513219326,7.17350958619789,0.0283769793358352,"BCL2","596","Upregulated","BCL2",NA,NA,"596",0.276568513219326,0.329348706099697,1.86510329565895
"101","203140_at",1.92419898136274,7.6137820327223,17.3692954930268,4.00013629824927e-07,0.110781636603237,7.17350958619789,0.000145074360559071,"BCL6","604","Upregulated","BCL6",NA,NA,"604",0.110781636603237,1.61661984866988,2.2317781140556
"102","206382_s_at",-1.91158704502132,5.40273962466438,-5.69828906366849,0.000675086866581689,0.335466843409075,7.17350958619789,0.00895414324288082,"BDNF","627","Downregulated","BDNF",NA,NA,"627",0.335466843409075,-2.8429923203606,-0.980181769682042
"103","214068_at",-1.30703481500667,5.78789313422711,-2.4634239974579,0.0424401365779146,0.530576472566414,7.17350958619789,0.105216753100677,"BEAN1","146227","Downregulated","BEAN1",NA,NA,"146227",0.530576472566414,-2.7801512651968,0.166081635183465
"104","206119_at",1.03565926915478,5.88690343181239,11.2259571258391,8.27219799758351e-06,0.0922557655926709,7.17350958619789,0.000808289708309867,"BHMT","635","Upregulated","BHMT",NA,NA,"635",0.0922557655926709,0.779516200348736,1.29180233796083
"105","219902_at",1.02337936443508,7.47272977981771,4.73280690987275,0.0019890648919156,0.216230956369735,7.17350958619789,0.0160821237251652,"BHMT2","23743","Upregulated","BHMT2",NA,NA,"23743",0.216230956369735,0.423025984030088,1.62373274484006
"106","213429_at",1.24597898814968,7.87602826240361,11.070651896742,9.09723304441531e-06,0.112547933018864,7.17350958619789,0.000851737999700447,"BICC1","80114","Upregulated","BICC1",NA,NA,"80114",0.112547933018864,0.933495830419323,1.55846214588003
"107","211725_s_at",-1.3548077624806,7.52944478351981,-6.02352433149306,0.000482144457164923,0.224919447141137,7.17350958619789,0.00736369084236188,"BID","637","Downregulated","BID",NA,NA,"637",0.224919447141137,-1.97928426055941,-0.730331264401802
